;Razón Social;Marca;Importe;Fecha;Provincia;CCAA;CIF;Axesor URL;Dirección;Constitución;CNAE;SIC
7261;EL FARO DEL SUR HOSTELEROS, S.L.;farosur;100.000,00 €;08/11/2016;Madrid;Madrid, Comunidad de;B86790474;;;;;
7262;ITOP TRAINING ADVANCED, S.L.;ITOP TRAINING;100.000,00 €;08/11/2016;Madrid;Madrid, Comunidad de;B86766581;;;;;
7263;GOLINGUAL, S.L.;MILINGUAL;40.000,00 €;08/11/2016;Madrid;Madrid, Comunidad de;B86931722;;;;;
7264;SMART & SMALL, S.L.;EMPRESTAMO;80.000,00 €;08/11/2016;Madrid;Madrid, Comunidad de;;;;;;
7265;IT GOVERNANCE AND MANAGEMENT, S.L.;ITM Platform;100.000,00 €;08/11/2016;Madrid;Madrid, Comunidad de;B85899953;;;;;
7266;GESTINVERSION 20, S.L.;tudomus;125.000,00 €;08/11/2016;Madrid;Madrid, Comunidad de;B85389427;;;;;
7267;MASHMEGROUP, S.L.;MashMe;200.000,00 €;15/11/2016;Madrid;Madrid, Comunidad de;B86553468;;;;;
7268;WILLY BUSINESS, S.L.U.;WILLY;500.000,00 €;15/11/2016;Madrid;Madrid, Comunidad de;;;;;;
7269;VIBOR-A PADEL, S.L.;VIBOR-A;200.000,00 €;15/11/2016;Madrid;Madrid, Comunidad de;B86219706;;;;;
7270;WOOM FERTILITY, S.L.;Woom;100.000,00 €;15/11/2016;Madrid;Madrid, Comunidad de;B87410056;;;;;
7271;WOOM FERTILITY, S.L.;Woom;100.000,00 €;15/11/2016;Madrid;Madrid, Comunidad de;B87410056;;;;;
7272;INDELUX LEATHER AND PAPER, S.L.;LUXINDEX;100.000,00 €;17/11/2016;Madrid;Madrid, Comunidad de;B85891174;;;;;
7273;INDELUX LEATHER AND PAPER, S.L.;LUXINDEX;100.000,00 €;17/11/2016;Madrid;Madrid, Comunidad de;B85891174;;;;;
7274;NOSTOC BIOTECHNOLOGIES, S.L.;Nostoc;150.000,00 €;17/11/2016;Madrid;Madrid, Comunidad de;B87080768;;;;;
7275;NOSTOC BIOTECHNOLOGIES, S.L.;Nostoc;150.000,00 €;17/11/2016;Madrid;Madrid, Comunidad de;B87080768;;;;;
7276;LOTELLY APP, S.L.;LOTELLY;70.000,00 €;17/11/2016;Madrid;Madrid, Comunidad de;B87211199;;;;;
7277;GET THEM OUT, S.L.;DepilOH!;100.000,00 €;22/11/2016;Madrid;Madrid, Comunidad de;B87134524;;;;;
7278;PROMAEL SUMINISTROS ELECTRICOS, S.L.;PROMAEL;50.000,00 €;22/11/2016;Madrid;Madrid, Comunidad de;B80962665;;;;;
7279;PROMAEL SUMINISTROS ELECTRICOS, S.L.;PROMAEL;50.000,00 €;22/11/2016;Madrid;Madrid, Comunidad de;B80962665;;;;;
7280;PROMAEL SUMINISTROS ELECTRICOS, S.L.;PROMAEL;50.000,00 €;22/11/2016;Madrid;Madrid, Comunidad de;B80962665;;;;;
7281;TULOTERO APP, S.L.;Tulotero;150.000,00 €;24/11/2016;Madrid;Madrid, Comunidad de;B87261459;;;;;
7282;TULOTERO APP, S.L.;Tulotero;150.000,00 €;24/11/2016;Madrid;Madrid, Comunidad de;B87261459;;;;;
7283;CHESWICK INVERSIONES, S.L.U.;HELADERÍA LA ROMANA;180.000,00 €;24/11/2016;Madrid;Madrid, Comunidad de;;;;;;
7284;KAWIIL GLOBAL ENERGY SERVICES, S.L.;KWIIL;100.000,00 €;24/11/2016;Madrid;Madrid, Comunidad de;B87095089;;;;;
7285;DEUDAE COMPENSACION DE DEUDAS, S.L.;DEUDAE;180.000,00 €;01/12/2016;Madrid;Madrid, Comunidad de;B86510039;;;;;
7286;RECAMBIOS ENDADO, S.L.;Endado;200.000,00 €;01/12/2016;Madrid;Madrid, Comunidad de;B86552791;;;;;
7287;GOI TRAVEL, S.L.;GOI;40.000,00 €;01/12/2016;Madrid;Madrid, Comunidad de;B87389391;;;;;
7288;GOI TRAVEL, S.L.;GOI;40.000,00 €;01/12/2016;Madrid;Madrid, Comunidad de;B87389391;;;;;
7289;EVEA LANGUAGE ACADEMY, S.L.;121CONVERSATION;40.000,00 €;13/12/2016;Madrid;Madrid, Comunidad de;B86490554;;;;;
7290;RENEWABLE VENTURES, S.L.U.;Ecovatios;95.000,00 €;13/12/2016;Madrid;Madrid, Comunidad de;;;;;;
7291;FRUITBULL, S.L.;FRUITBULL;175.000,00 €;13/12/2016;Madrid;Madrid, Comunidad de;B86981818;;;;;
7292;KIK BALANGA, S.L.;kikbalanga;100.000,00 €;14/12/2016;Madrid;Madrid, Comunidad de;B86862406;;;;;
7293;EDUCAR ES TODO, S.L.;Educar es Todo;90.000,00 €;14/12/2016;Madrid;Madrid, Comunidad de;B87046835;;;;;
7294;DEA BELI, S.L.;Flanker;25.000,00 €;14/12/2016;Madrid;Madrid, Comunidad de;B86226032;;;;;
7295;VAYOO INTELLIGENCE, S.L.;Vayoo;75.000,00 €;16/12/2016;Madrid;Madrid, Comunidad de;B87430377;;;;;
7296;GRUPO ALIMENTARIO ESPAELLA, S.L.;ESPAELLA;150.000,00 €;16/12/2016;Madrid;Madrid, Comunidad de;B87256301;;;;;
7297;ALTERNA OPERADOR INTEGRAL, S.L.;FLIP ENERGIA;110.000,00 €;16/12/2016;Madrid;Madrid, Comunidad de;B87075982;;;;;
7298;INTERVENTO 2, S.L.;intervento;150.000,00 €;16/12/2016;Madrid;Madrid, Comunidad de;B80690910;;;;;
7299;PERSEI VIVARIUM, S.L.;Persei Vivarium;150.000,00 €;20/12/2016;Madrid;Madrid, Comunidad de;B87263885;;;;;
7300;PERSEI VIVARIUM, S.L.;Persei Vivarium;150.000,00 €;20/12/2016;Madrid;Madrid, Comunidad de;B87263885;;;;;
7301;EVENT MARKETING EXPERIENCE, S.L.;EVENT MARKETING EXPERIENCE;150.000,00 €;20/12/2016;Madrid;Madrid, Comunidad de;B86099603;;;;;
7302;EVENT MARKETING EXPERIENCE, S.L.;EVENT MARKETING EXPERIENCE;150.000,00 €;20/12/2016;Madrid;Madrid, Comunidad de;B86099603;;;;;
7303;MELBOSS MUSIC, S.L.;Melboss;40.000,00 €;20/12/2016;Madrid;Madrid, Comunidad de;B86799426;;;;;
7304;DIGITAL BOOMONS, S.L.;Boomons;125.000,00 €;21/12/2016;Madrid;Madrid, Comunidad de;B87341350;;;;;
7305;NEW BROADBAND NETWORK SOLUTIONS, S.L.;NEW BROADBAND;365.000,00 €;21/12/2016;Madrid;Madrid, Comunidad de;B84545219;;;;;
7306;NEW BROADBAND NETWORK SOLUTIONS, S.L.;NEW BROADBAND;365.000,00 €;21/12/2016;Madrid;Madrid, Comunidad de;B84545219;;;;;
7307;NEW BROADBAND NETWORK SOLUTIONS, S.L.;NEW BROADBAND;365.000,00 €;21/12/2016;Madrid;Madrid, Comunidad de;B84545219;;;;;
7308;ONTIME TRANSPORTE Y LOGÍSTICA, S.L.;ONTIME;150.000,00 €;21/12/2016;Madrid;Madrid, Comunidad de;;;;;;
7309;CLICARS SPAIN, S.L.;Clicars;300.000,00 €;21/12/2016;Madrid;Madrid, Comunidad de;B87220042;;;;;
7310;INSULCLOUD, S.L.;Insulcloud;90.000,00 €;22/12/2016;Bizkaia;País Vasco;B87131454;;;;;
7311;INVERSIONES BLUCHE, S.L.;BLUCHE;50.000,00 €;22/12/2016;Madrid;Madrid, Comunidad de;B87437893;;;;;
7312;DINERO GELT, S.L.;DINERO GELT;200.000,00 €;12/01/2017;Madrid;Madrid, Comunidad de;;;;;;
7313;DIGITAL HEALTH ECOMMERCE SERVICES, S.L.;DIGITAL HEALTH ECOMMERCE SERVICES (ANTES IMPROVING;40.000,00 €;12/01/2017;Madrid;Madrid, Comunidad de;B86879301;;;;;
7314;TRAZABILIDAD Y CONTROL DE SERVICIOS Y MANTENIMIENTO, S.L.;TRAZABILIDAD;160.000,00 €;12/01/2017;Madrid;Madrid, Comunidad de;B86411766;;;;;
7315;MARKETPLACE JURÍDICO FINANCIERO, S.L.;upplus;75.000,00 €;12/01/2017;Madrid;Madrid, Comunidad de;;;;;;
7316;MAGIC BROS, S.L.;AUTOBCON;100.000,00 €;17/01/2017;Madrid;Madrid, Comunidad de;B84744796;;;;;
7317;NÓMADA BIKES, S.L.;NÓMADA BIKES;75.000,00 €;17/01/2017;Madrid;Madrid, Comunidad de;;;;;;
7318;IDECE, S.L.;MR MUSK;75.000,00 €;17/01/2017;Madrid;Madrid, Comunidad de;B28251957;;;;;
7319;BRAINLANG, S.L.;Brainlang;100.000,00 €;19/01/2017;Madrid;Madrid, Comunidad de;B87267472;;;;;
7320;BRAINLANG, S.L.;Brainlang;100.000,00 €;19/01/2017;Madrid;Madrid, Comunidad de;B87267472;;;;;
7321;IRIDA IBERICA, S.L.;IRIDA IBERICA, SL;30.000,00 €;24/01/2017;Madrid;Madrid, Comunidad de;B86015872;;;;;
7322;IRIDA IBERICA, S.L.;IRIDA IBERICA, SL;30.000,00 €;24/01/2017;Madrid;Madrid, Comunidad de;B86015872;;;;;
7323;KOLECTA, S.L.;KOLECTA;35.000,00 €;24/01/2017;Madrid;Madrid, Comunidad de;B86524667;;;;;
7324;KOLECTA, S.L.;KOLECTA;35.000,00 €;24/01/2017;Madrid;Madrid, Comunidad de;B86524667;;;;;
7325;MR BOHO, S.L.;MR BOHO;425.000,00 €;24/01/2017;Madrid;Madrid, Comunidad de;B90048240;;;;;
7326;CARNICAS IMPEX, S.L.U.;Carnicas Impex SLU;125.000,00 €;24/01/2017;Madrid;Madrid, Comunidad de;;;;;;
7327;FOQUM ANALYTICS, S.L.;QUANTUM ANALYTICS;75.000,00 €;02/02/2017;Madrid;Madrid, Comunidad de;B87072500;;;;;
7328;QUALITYFRY, S.L.;QUALITYFRY;250.000,00 €;02/02/2017;Madrid;Madrid, Comunidad de;B86546975;;;;;
7329;QUALITYFRY, S.L.;QUALITYFRY;250.000,00 €;02/02/2017;Madrid;Madrid, Comunidad de;B86546975;;;;;
7330;MONTY GLOBAL SERVICES, S.L.U.;Monty Global Services;200.000,00 €;07/02/2017;Madrid;Madrid, Comunidad de;;;;;;
7331;TU PARAFARMACIA DE CONFIANZA, S.L.;PARAFARMACIA DE CONFIANZA;275.000,00 €;09/02/2017;Madrid;Madrid, Comunidad de;B86738390;;;;;
7332;GUUDJOB WORLDWIDE, S.L.;Guudjob;150.000,00 €;09/02/2017;Madrid;Madrid, Comunidad de;B86865979;;;;;
7333;GUUDJOB WORLDWIDE, S.L.;Guudjob;150.000,00 €;09/02/2017;Madrid;Madrid, Comunidad de;B86865979;;;;;
7334;SPOTAHOME, S.L.U.;Spotahome;200.000,00 €;14/02/2017;Madrid;Madrid, Comunidad de;;;;;;
7335;44SURFSHOP SURFING COMPANY, S.L.;44BOARD;25.000,00 €;16/02/2017;Madrid;Madrid, Comunidad de;B87246682;;;;;
7336;AGREGADOR DE OCIO FIESTIFY, S.L.;Fiestify;75.000,00 €;16/02/2017;Madrid;Madrid, Comunidad de;B87614012;;;;;
7337;KNOWLEDGE INFRASTRUCTURE, S.L.;K-INFRA;50.000,00 €;16/02/2017;Madrid;Madrid, Comunidad de;B87500286;;;;;
7338;HORNETSECURITY IBERIA, S.L.;SPAMINA (ant AEGIS SECURITY);200.000,00 €;02/03/2017;Madrid;Madrid, Comunidad de;B63952485;;;;;
7339;HORNETSECURITY IBERIA, S.L.;SPAMINA (ant AEGIS SECURITY);200.000,00 €;02/03/2017;Madrid;Madrid, Comunidad de;B63952485;;;;;
7340;HORNETSECURITY IBERIA, S.L.;SPAMINA (ant AEGIS SECURITY);200.000,00 €;02/03/2017;Madrid;Madrid, Comunidad de;B63952485;;;;;
7341;AMAR-GO PROJECT, S.L.U.;ANMARGO;100.000,00 €;07/03/2017;Madrid;Madrid, Comunidad de;;;;;;
7342;HEYBRAND, S.L.;HEYBRAND;80.000,00 €;07/03/2017;Madrid;Madrid, Comunidad de;B87371019;;;;;
7343;TARSIS ASTILLEROS, S.L.;TARSIS;65.000,00 €;07/03/2017;Madrid;Madrid, Comunidad de;B86881430;;;;;
7344;TARSIS ASTILLEROS, S.L.;TARSIS;65.000,00 €;07/03/2017;Madrid;Madrid, Comunidad de;B86881430;;;;;
7345;HERMESTI INGENIERIA DOCUMENTAL, S.L.;SSTRATEGY;90.000,00 €;14/03/2017;Madrid;Madrid, Comunidad de;B81158206;;;;;
7346;INSERIOUS DIGITAL, S.L.;Inserious;100.000,00 €;14/03/2017;Madrid;Madrid, Comunidad de;B86875630;;;;;
7347;TRYPLANER MARKETING, S.L.;Tripsum;100.000,00 €;14/03/2017;Madrid;Madrid, Comunidad de;B86934908;;;;;
7348;INSTITUTO CAPILAR INTERNACIONAL, S.L.;antigua Bioce Salud;30.000,00 €;14/03/2017;Granada;Andalucía;B87597142;;;;;
7349;GEOBLINK, S.L.;Geoblink;100.000,00 €;21/03/2017;Madrid;Madrid, Comunidad de;B87239596;;;;;
7350;GEOBLINK, S.L.;Geoblink;100.000,00 €;21/03/2017;Madrid;Madrid, Comunidad de;B87239596;;;;;
7351;EVIDENCIAS CERTIFICADAS, S.L.;EVIDENCIAS CERTIFICADAS, SL;225.000,00 €;23/03/2017;Madrid;Madrid, Comunidad de;B86021839;;;;;
7352;EVIDENCIAS CERTIFICADAS, S.L.;EVIDENCIAS CERTIFICADAS, SL;225.000,00 €;23/03/2017;Madrid;Madrid, Comunidad de;B86021839;;;;;
7353;WE DONT KILL ANIMALS, S.L.;WE DONT KILL ANIMALS;100.000,00 €;23/03/2017;Madrid;Madrid, Comunidad de;B86839693;;;;;
7354;CONSULTORES ENERGÉTICOS ONLINE, S.L.;ENCHUFADOS;100.000,00 €;04/04/2017;Madrid;Madrid, Comunidad de;;;;;;
7355;COACHMETICS, S.L.;Coachmetics;100.000,00 €;06/04/2017;Madrid;Madrid, Comunidad de;B87656450;;;;;
7356;SMARTYCONTENT, S.L.;SMARTYCONTENT;80.000,00 €;06/04/2017;Madrid;Madrid, Comunidad de;B86020062;;;;;
7357;SMARTYCONTENT, S.L.;SMARTYCONTENT;80.000,00 €;06/04/2017;Madrid;Madrid, Comunidad de;B86020062;;;;;
7358;REDRADIX, S.L.;Redradix;75.000,00 €;18/04/2017;Madrid;Madrid, Comunidad de;B86840394;;;;;
7359;CLUB CICERONE, S.L.;Ciceroneclub;80.000,00 €;20/04/2017;Madrid;Madrid, Comunidad de;B87011391;;;;;
7360;CLUB CICERONE, S.L.;Ciceroneclub;80.000,00 €;20/04/2017;Madrid;Madrid, Comunidad de;B87011391;;;;;
7361;JLEOS BROTHERS, S.L.;JLeos;125.000,00 €;18/04/2017;Madrid;Madrid, Comunidad de;B87193561;;;;;
7362;JLEOS BROTHERS, S.L.;JLeos;125.000,00 €;18/04/2017;Madrid;Madrid, Comunidad de;B87193561;;;;;
7363;SISTEMAS DE MARCAJE FOTONICA, S.L.;FOTONICA;75.000,00 €;18/05/2017;Madrid;Madrid, Comunidad de;B87277695;;;;;
7364;GREMYO ECOMMERCE, S.L.;Gremyo;50.000,00 €;23/05/2017;Madrid;Madrid, Comunidad de;B86964939;;;;;
7365;GROW.LY, PLATAFORMA DE FINANCIACIÓN PARTICIPATIVA, S.L.;Grow ly;100.000,00 €;15/06/2017;Madrid;Madrid, Comunidad de;;;;;;
7366;KAPTIUM, S.L.U.;KAPTIUM;70.000,00 €;05/12/2017;Madrid;Madrid, Comunidad de;;;;;;
7367;HEARTELIUS, S.L.;FLECHA;50.000,00 €;12/12/2017;Madrid;Madrid, Comunidad de;B87422804;;;;;
7368;GLOCALLY COMUNICACION INTEGRAL, S.L.;GLOCALLY;120.000,00 €;12/12/2017;Madrid;Madrid, Comunidad de;B87337333;;;;;
7369;ZINKCARE CONSULTING, S.L.L.;ZINKCARE;50.000,00 €;12/12/2017;Madrid;Madrid, Comunidad de;B87736484;;;;;
7370;KAELIS WORLD, S.L.;KAELIS;300.000,00 €;12/12/2017;Madrid;Madrid, Comunidad de;B81665119;;;;;
7371;KAELIS WORLD, S.L.;KAELIS;300.000,00 €;12/12/2017;Madrid;Madrid, Comunidad de;B81665119;;;;;
7372;MARCANDITA, S.L.;Bnext;100.000,00 €;19/12/2017;Madrid;Madrid, Comunidad de;B87583217;;;;;
7373;CAPITAN NUGGET, S.L.;CAPITAN NUGGET;100.000,00 €;19/12/2017;Madrid;Madrid, Comunidad de;B87679346;;;;;
7374;LE GUIDE NOIR, S.L.;Le Guide Noir;100.000,00 €;19/12/2017;Madrid;Madrid, Comunidad de;B86867199;;;;;
7375;TORAKAM APLICACIONES, S.L.;GANAMOS RECICLANDO;120.000,00 €;19/12/2017;Madrid;Madrid, Comunidad de;B87243093;;;;;
7376;INDELUX LEATHER AND PAPER, S.L.;LUXINDEX;75.000,00 €;21/12/2017;Madrid;Madrid, Comunidad de;B85891174;;;;;
7377;INDELUX LEATHER AND PAPER, S.L.;LUXINDEX;75.000,00 €;21/12/2017;Madrid;Madrid, Comunidad de;B85891174;;;;;
7378;RUN SPORTS SHOP, S.L.;Runnics;70.000,00 €;22/12/2017;Madrid;Madrid, Comunidad de;B87541082;;;;;
7379;LX-CHANGE, S.L.;Parkfy;75.000,00 €;22/12/2017;Madrid;Madrid, Comunidad de;B86965712;;;;;
7380;NARBON, S.L.;NARBON;200.000,00 €;22/12/2017;Madrid;Madrid, Comunidad de;B80524135;;;;;
7381;WHATSCINE, S.L.;WhatsCine;150.000,00 €;22/12/2017;Madrid;Madrid, Comunidad de;B86721123;;;;;
7382;FARSA RESTAURACION, S.L.;FARSA Restauración;90.000,00 €;26/12/2017;Madrid;Madrid, Comunidad de;B87374609;;;;;
7383;SMILEAT, S.L.;Smileat;100.000,00 €;26/12/2017;Madrid;Madrid, Comunidad de;B87144622;;;;;
7384;SMILEAT, S.L.;Smileat;100.000,00 €;26/12/2017;Madrid;Madrid, Comunidad de;B87144622;;;;;
7385;BUNKERWEB, S.L.;wBunker Security System;60.000,00 €;26/12/2017;Madrid;Madrid, Comunidad de;B86997269;;;;;
7386;PETSTORE, S.L.U.;PETSTORE;150.000,00 €;09/01/2018;Madrid;Madrid, Comunidad de;;;;;;
7387;ENERGER ENERGY HOLDING, S.L.;Energer Energy Holding;75.000,00 €;12/01/2018;Madrid;Madrid, Comunidad de;B87240396;;;;;
7388;SOFIA SQUARE TECHNOLOGIES, S.L.;Sofia Square;100.000,00 €;12/01/2018;Madrid;Madrid, Comunidad de;B87572988;;;;;
7389;SOFIA SQUARE TECHNOLOGIES, S.L.;Sofia Square;100.000,00 €;12/01/2018;Madrid;Madrid, Comunidad de;B87572988;;;;;
7390;SUSTAINABLE BUILDING, S.L.;Holedeck;100.000,00 €;12/01/2018;Madrid;Madrid, Comunidad de;B86481058;;;;;
7391;HONEST & SMART, S.L.;Regalador;150.000,00 €;16/01/2018;Madrid;Madrid, Comunidad de;;;;;;
7392;VERTICAL INTEGRATION COMPANY, S.L.;THE BRUBAKER;85.000,00 €;16/01/2018;Madrid;Madrid, Comunidad de;B86784857;;;;;
7393;VERTICAL INTEGRATION COMPANY, S.L.;THE BRUBAKER;85.000,00 €;16/01/2018;Madrid;Madrid, Comunidad de;B86784857;;;;;
7394;LIBROS MICUENTO, S.L.;MiCuento;100.000,00 €;16/01/2018;Barcelona;Cataluña;B66390576;;;;;
7395;LIBROS MICUENTO, S.L.;MiCuento;100.000,00 €;16/01/2018;Barcelona;Cataluña;B66390576;;;;;
7396;OPERATING SYSTEM MARKETING, S.L.;OSMARKETING;125.000,00 €;16/01/2018;Madrid;Madrid, Comunidad de;B86990280;;;;;
7397;LLOLLO APP, S.L.U.;LLOLLO;200.000,00 €;18/01/2018;Madrid;Madrid, Comunidad de;;;;;;
7398;GOORU LIVE, S.L.;Gooru Live;180.000,00 €;18/01/2018;Madrid;Madrid, Comunidad de;B86865110;;;;;
7399;THE VISUALBOOK ARCHIVE, S.L.;THE VISUALBOOK ARCHIVE;80.000,00 €;18/01/2018;Madrid;Madrid, Comunidad de;B86469939;;;;;
7400;THE VISUALBOOK ARCHIVE, S.L.;THE VISUALBOOK ARCHIVE;80.000,00 €;18/01/2018;Madrid;Madrid, Comunidad de;B86469939;;;;;
7401;ABALTIA SERVICIOS EMPRESARIALES, S.L.;ABALTIA;48.000,00 €;25/05/2010;Madrid;Madrid, Comunidad de;B85794006;;;;;
7402;GRUPO ALFA VIGILANCIA PROTECCIÓN Y SEGURIDAD, S.L.;ALFA VIGILANCIA;29.068,00 €;25/05/2010;Madrid;Madrid, Comunidad de;;;;;;
7403;AVEVA GLOBAL SOLUTIONS, S.L.;AVEVA;50.000,00 €;25/05/2010;Madrid;Madrid, Comunidad de;B85597607;;;;;
7404;EXPERIENCIT, S.L.;EXPERIENCIT;50.000,00 €;25/05/2010;Madrid;Madrid, Comunidad de;B85935682;;;;;
7405;RESTAURAGROUP DEVELOPMENT OF THE RESTORATION , S.L.;RESTAURAGROUP;50.000,00 €;25/05/2010;Madrid;Madrid, Comunidad de;;;;;;
7406;MAD 4 ROOMS, S.L.;MAD 4 ROOMS;50.000,00 €;25/05/2010;Madrid;Madrid, Comunidad de;B85889178;;;;;
7407;MEK FORUM COMUNICACIÓN Y TECNOLOGÍA, S.L.;MEK;42.000,00 €;25/05/2010;Madrid;Madrid, Comunidad de;;;;;;
7408;QUIERU COKETING, S.L.;QUIERU;50.000,00 €;25/05/2010;Madrid;Madrid, Comunidad de;B85615201;;;;;
7409;MOTION LIVE, S.L.;MOTION LIVE;25.000,00 €;17/06/2010;Madrid;Madrid, Comunidad de;B85430650;;;;;
7410;CYCLE INFORMATION TECHNOLOGY, S.L.;CYCLE;50.000,00 €;17/06/2010;Madrid;Madrid, Comunidad de;B85765162;;;;;
7411;CYCLE INFORMATION TECHNOLOGY, S.L.;CYCLE;50.000,00 €;17/06/2010;Madrid;Madrid, Comunidad de;B85765162;;;;;
7412;OPTIMIZACLICK, S.L.;OPTIMIZACLICK;50.000,00 €;17/06/2010;Madrid;Madrid, Comunidad de;B85530236;;;;;
7413;ANAGRAF COMERCIAL GRAFICA, S.L.;ANAGRAF;50.000,00 €;15/07/2010;Madrid;Madrid, Comunidad de;B85714830;;;;;
7414;ANAGRAF COMERCIAL GRAFICA, S.L.;ANAGRAF;50.000,00 €;15/07/2010;Madrid;Madrid, Comunidad de;B85714830;;;;;
7415;BEEBRITE, S.L.;BEEBRITE, SL;30.000,00 €;15/07/2010;Madrid;Madrid, Comunidad de;B85989051;;;;;
7416;BEEBRITE, S.L.;BEEBRITE, SL;30.000,00 €;15/07/2010;Madrid;Madrid, Comunidad de;B85989051;;;;;
7417;ANTONA COMPANY COLLECTION, S.L.;ANTONA COMPANY COLLECTION, S.L;50.000,00 €;22/07/2010;Madrid;Madrid, Comunidad de;B85947828;;;;;
7418;TELEBISION MUTANTE, S.L.;TELEBISION MUTANTE S.L;50.000,00 €;22/07/2010;Madrid;Madrid, Comunidad de;B85731370;;;;;
7419;ECOTACTICAL TECHNOLOGIES, S.L.;ECOTACTICAL TECHNOLOGIES;50.000,00 €;29/07/2010;Madrid;Madrid, Comunidad de;B85963668;;;;;
7420;ZAMBURIÑA, COMIDA RÁPIDA, S.L.;ZAMBURIÑA, COMIDA RÁPIDA, SL;50.000,00 €;29/07/2010;Madrid;Madrid, Comunidad de;;;;;;
7421;NORDITEC GREEN, S.L.;NORDITEC GREEN;50.000,00 €;09/09/2010;Madrid;Madrid, Comunidad de;B85795631;;;;;
7422;COMPRA EN AMERICA, S.L.;COMPRA EN AMERICA;50.000,00 €;09/09/2010;Madrid;Madrid, Comunidad de;B85943991;;;;;
7423;MOHAMMED, KAJOL 002937480A, S.L.N.E.;MOHAMMED, KAJOL 002937480A SLNE;15.000,00 €;16/09/2010;Madrid;Madrid, Comunidad de;B85775070;;;;;
7424;MPF MARKET PLACE, S.L.;MPF MARKET PLACE;50.000,00 €;16/09/2010;Madrid;Madrid, Comunidad de;B85845725;;;;;
7425;ARALDA VALLE, S.L.;ARALDA VALLE;50.000,00 €;30/09/2010;Madrid;Madrid, Comunidad de;B85941516;;;;;
7426;HUANGJIU TECHNOLOGIES, S.L.;HUANGJIU;50.000,00 €;07/10/2010;Madrid;Madrid, Comunidad de;B85779767;;;;;
7427;HEARTHY FOOD, S.L.;HEARTHYFOOD;50.000,00 €;07/10/2010;Madrid;Madrid, Comunidad de;B85962918;;;;;
7428;BIOCLIMAX GESTIONANDO ARQUITECTURAS, S.L.;BIOCLIMAX;47.000,00 €;21/10/2010;Madrid;Madrid, Comunidad de;B85877520;;;;;
7429;AUTOCOACHING, S.L.;AUTOCOACHING, SL;30.000,00 €;21/10/2010;Madrid;Madrid, Comunidad de;B85279578;;;;;
7430;EL BUEN SANDWICH, S.L.L.;EL BUEN SANDWICH;42.000,00 €;21/10/2010;Madrid;Madrid, Comunidad de;B85910990;;;;;
7431;MENSAJEROS SOSTENIBLES, S.L.;MENSAJEROS SOSTENIBLES;40.000,00 €;21/10/2010;Madrid;Madrid, Comunidad de;B85947596;;;;;
7432;WELVI EXPERIENCE, S.L.;WELVI EXPERIENCE (TECHNOLOGIC SPORT COMPANY);49.500,00 €;21/10/2010;Madrid;Madrid, Comunidad de;B85667459;;;;;
7433;CASTELLO CENTRO DE NEGOCIOS INTERNACIONAL, S.L.U.;CASTELLO;42.000,00 €;04/11/2010;Madrid;Madrid, Comunidad de;;;;;;
7434;MON P'TIT TRESOR BEBE BIO, S.L.;MON PTIT TRESOR (NATALIA ALAMINOS);20.000,00 €;04/11/2010;Madrid;Madrid, Comunidad de;B85910750;;;;;
7435;NO SOLO LIMPIEZAS, S.L.;ASISTHOGAR;15.000,00 €;04/11/2010;Madrid;Madrid, Comunidad de;B85562585;;;;;
7436;ELECTRIC MOBILITY SOLUTIONS IBERIA, S.L.;ELECTRIC MOBILIT SOLUTIONS IBERIA;40.000,00 €;16/11/2010;Madrid;Madrid, Comunidad de;B85774099;;;;;
7437;BIOSUM TECHNOLOGY, S.L.;BIOSUM;42.000,00 €;16/11/2010;Madrid;Madrid, Comunidad de;B85993483;;;;;
7438;DEMOESTUDIO MADRID, S.L.;DEMOESTUDIO;39.000,00 €;16/11/2010;Madrid;Madrid, Comunidad de;B85776276;;;;;
7439;TOMALIBROS, S.L.;TOMALIBROS (ENTRELECTORES);40.000,00 €;25/11/2010;Madrid;Madrid, Comunidad de;B85803401;;;;;
7440;GESTIÓN DE COMUNIDADES ONLINE, S.L.;GESTIÓN DE COMUNIDADES ONLINE;30.000,00 €;25/11/2010;Madrid;Madrid, Comunidad de;;;;;;
7441;VINEA STEEL, S.L.N.E.;ABEHSERA DAVO ALBERTO;30.000,00 €;02/12/2010;Madrid;Madrid, Comunidad de;B93079903;;;;;
7442;ANDAGACOR 2010, S.L.;ANDAGACOR;34.000,00 €;02/12/2010;Madrid;Madrid, Comunidad de;B86029006;;;;;
7443;YOBU, S.L.;YOBU;45.000,00 €;02/12/2010;Madrid;Madrid, Comunidad de;B15011356;;;;;
7444;ICANDO RESTAURANTES, S.L.;ICANDO;37.500,00 €;16/12/2010;Madrid;Madrid, Comunidad de;B86017845;;;;;
7445;BELOU MARKETING Y COMUNICACIÓN, S.L.;BELOU MARKETING Y COMUNICACIÓN, SL;27.500,00 €;16/12/2010;Madrid;Madrid, Comunidad de;;;;;;
7446;DOVIJA, S.L.;DOVIJA;16.500,00 €;16/12/2010;Madrid;Madrid, Comunidad de;B85618064;;;;;
7447;BODAPLAY, S.L.;BODAPLAY;40.600,00 €;23/12/2010;Madrid;Madrid, Comunidad de;B85770428;;;;;
7448;MISTRAL MARKETING SERVICES, S.L.;MISTRAL;19.300,00 €;23/12/2010;Madrid;Madrid, Comunidad de;B85993103;;;;;
